"","Area.Name","Area.ID","Park.Name","Park.ID","Squirrel.ID","Primary.Fur.Color","Highlights.in.Fur.Color","Color.Notes","Location","Above.Ground..Height.in.Feet.","Specific.Location","Activities","Interactions.with.Humans","Other.Notes.or.Observations","Squirrel.Latitude..DD.DDDDDD.","Squirrel.Longitude...DD.DDDDDD.","above_ground","eat_forag","busy_park"
"295","CENTRAL MANHATTAN","B","John V. Lindsay East River Park",12,"B-12-04","Gray","Gray","","Ground Plane, Above Ground","","","Running, Chasing, Eating","","Siblings? (with #3) Playing (with #3) in fenced yard",40.72263,-73.973109,1,1,0
"296","CENTRAL MANHATTAN","B","John V. Lindsay East River Park",12,"B-12-05","Gray","Gray","","Ground Plane","","","Eating, Foraging","Approaches","",40.722614,-73.973033,0,1,0
"297","CENTRAL MANHATTAN","B","John V. Lindsay East River Park",12,"B-12-06","Gray","Gray","","Ground Plane","","","Eating, Foraging","Approaches","",40.722173,-73.97272,0,1,0
"298","CENTRAL MANHATTAN","B","John V. Lindsay East River Park",12,"B-12-07","Gray","Gray","","Ground Plane, Above Ground","8","","Climbing, Foraging","Indifferent","",40.719379,-73.973504,1,1,0
"299","CENTRAL MANHATTAN","B","John V. Lindsay East River Park",12,"B-12-08","Gray","Gray","","Ground Plane, Above Ground","8","","Climbing, Foraging","Indifferent","",40.71935,-73.973445,1,1,0
"300","CENTRAL MANHATTAN","B","John V. Lindsay East River Park",12,"B-12-09","Gray","Gray","","Above Ground, Specific Location","12","in a tree","Climbing","","",40.721923,-73.974121,1,0,0
"301","CENTRAL MANHATTAN","B","John V. Lindsay East River Park",12,"B-12-10","Gray","Gray","","Ground Plane","","","Eating","Approaches","",40.724011,-73.97313,0,1,0
"302","CENTRAL MANHATTAN","B","John V. Lindsay East River Park",12,"B-12-11","Gray","Gray","","Ground Plane","","","Climbing, Eating, Foraging","Indifferent","Was very close to a dog and hid in a tree",40.724608,-73.972841,0,1,0
"303","CENTRAL MANHATTAN","B","John V. Lindsay East River Park",12,"B-12-12","Gray","Gray","","Ground Plane","","","Eating, Foraging","Runs From","",40.724774,-73.97275,0,1,0
"304","LOWER MANHATTAN","C","Seward Park",14,"C-14-01","Gray","Cinnamon, White","","Ground Plane","","","Eating","Runs From","",40.715415,-73.989567,0,1,1
"305","LOWER MANHATTAN","C","Seward Park",14,"C-14-02","Gray","Cinnamon","","Ground Plane","","","Eating","Indifferent","Bushier and plump, big tail",40.715484,-73.989299,0,1,1
"306","LOWER MANHATTAN","C","Seward Park",14,"C-14-03","Gray","Cinnamon","","Ground Plane","","","Foraging","Runs From","",40.714749,-73.989577,0,1,1
"307","LOWER MANHATTAN","C","Seward Park",14,"C-14-04","Gray","Cinnamon","","Ground Plane","","","Climbing","Approaches","Looking to us for food! Climbed tree when we did not have any to give.",40.71468,-73.989776,0,0,1
"308","LOWER MANHATTAN","C","Seward Park",14,"C-14-05","Gray","Cinnamon","Cinnamon tail","Ground Plane, Above Ground","9","","Climbing, Foraging","Approaches","Skinny tail, lots of digging, found an acorn and is eating",40.714846,-73.989679,1,1,1
"309","LOWER MANHATTAN","C","Seward Park",14,"C-14-06","Gray","Cinnamon","","Ground Plane","","","Running, Chasing","Indifferent","Medium bushy, maybe a little younger, agile, sprightly",40.715033,-73.989609,0,0,1
"310","LOWER MANHATTAN","C","Seward Park",14,"C-14-07","Gray","Cinnamon","","Ground Plane","","","Running, Chasing","Indifferent","Too quick",40.715208,-73.989534,0,0,1
"311","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-01","Gray","","","Above Ground","20","","Running, Climbing, Eating","Runs From","Frantically zig-zagging whilst clutching a mid-afternoon snack",40.712159,-73.979415,1,1,0
"312","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-02","Gray","","","","","","Eating, Foraging","Indifferent","Digging in leaves carelessly",40.712199,-73.979519,0,1,0
"313","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-03","Gray","","","","","","","","Multiple nut dives into the leaves; mostly successful",40.712118,-73.97968,0,0,0
"314","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-04","Gray","Cinnamon","","","","","","","Playing tag with #5",40.712179,-73.979776,0,0,0
"315","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-05","Gray","Cinnamon","","","","","","","Playing tag with #4",40.712216,-73.979857,0,0,0
"316","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-06","Gray","","","Above Ground","15","","Ear scratching","","",40.712224,-73.979669,1,0,0
"317","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-07","Gray","","","Above Ground","25","","","","",40.71224,-73.979744,1,0,0
"318","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-08","Gray","","","","","","Frolicking","","Leaping from branch to branch",40.711927,-73.979658,0,0,0
"319","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-09","Gray","Cinnamon","","Above Ground","8","","Running, Climbing, Scratching","","Meandering among the branches",40.711866,-73.97976,1,0,0
"320","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-10","Gray","Gray","","Above Ground","8","","Running, Climbing","Approaches","Came by to make sure we had proper Sighter buttons, looks like a Gerald",40.71174,-73.980539,1,0,0
"321","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-11","Gray","White","","Specific Location","","Handrail","Posing","Approaches","Timidly approached but ran from a passing pooch",40.711442,-73.978354,0,0,0
"322","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-12","Gray","","","Above Ground","15","","Guarding","Defensive","Very upset that we spotted him accessing his tree-hole stash",40.711316,-73.978343,1,0,0
"323","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-13","Gray","Black","","Ground Plane, Above Ground","30","","Running, Chasing, Climbing","","#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711417,73.977767,1,0,0
"324","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-14","Gray","Black","","Ground Plane, Above Ground","30","","Running, Chasing, Climbing","","#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711421,-73.977692,1,0,0
"325","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-15","Gray","Black","","Ground Plane, Above Ground","30","","Running, Chasing, Climbing","","#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711409,-73.977719,1,0,0
"326","LOWER MANHATTAN","C","Corlears Hook Park",15,"C-15-16","Cinnamon","","","Above Ground","20‰ÛÒ30","","Foraging","Indifferent","So curious! A unique color and thirst for the unknown.",40.711303,-73.97759,1,1,0
"327","LOWER MANHATTAN","C","Columbus Park",16,"C-16-01","Gray","Cinnamon","Cinnamon streak down back","Ground Plane","","","Climbing, Eating, Foraging","Approaches","Boy, Alert ‰ÛÓ lots of basketball close by",40.714867,-74.000236,0,1,1
"328","LOWER MANHATTAN","C","Columbus Park",16,"C-16-02","Gray","Cinnamon","","Ground Plane","","","Running, Foraging","","",40.7159,-74.000167,0,1,1
"329","LOWER MANHATTAN","C","Columbus Park",16,"C-16-03","Gray","","","Above Ground","25","","","Indifferent","Nibbling on branches",40.714875,-74.000346,1,0,1
"330","LOWER MANHATTAN","C","Columbus Park",16,"C-16-04","Gray","","","Above Ground","35","","Climbing","Approaches","Patchy ‰ÛÓåÊbald spots",40.715779,-73.999887,1,0,1
"331","LOWER MANHATTAN","C","Teardrop Park",18,"C-18-01","Gray","Cinnamon","","Ground Plane","","","Running, Eating (or pretending to eat)","Runs From","Ran up tree and down tree, tail vibration ‰ÛÓ not a flag or twitch, kuk sound",40.716335,-74.015612,0,1,0
"332","LOWER MANHATTAN","C","City Hall Park",19,"C-19-01","Gray","White","","Ground Plane","","","Foraging","","",40.712828,-74.005072,0,1,0
"333","LOWER MANHATTAN","C","City Hall Park",19,"C-19-02","Gray","","","Above Ground","","","Climbing","","Chasing #3 up the tree",40.712938,-74.005152,1,0,0
"334","LOWER MANHATTAN","C","City Hall Park",19,"C-19-03","Gray","","","Above Ground","","","Climbing","","Chasing #2 up the tree",40.712938,-74.005152,1,0,0
"335","LOWER MANHATTAN","C","City Hall Park",19,"C-19-04","Gray","Cinnamon, White","","Ground Plane","","","Eating, Burying","Approaches","Very chubby cinnamon squirrel got peanuts from humans and buried them in leaves",40.712893,-74.005233,0,1,0
"336","LOWER MANHATTAN","C","City Hall Park",19,"C-19-05","Gray","Cinnamon, White","","Ground Plane","","","Eating, Burying","Approaches","Couldn't find a good spot to bury theirs (peanuts from humans)",40.712893,-74.005233,0,1,0
"337","LOWER MANHATTAN","C","City Hall Park",19,"C-19-06","Gray","Cinnamon","","Ground Plane","","","Eating","Approaches","Being fed by people",40.712922,-74.005147,0,1,0
"338","LOWER MANHATTAN","C","City Hall Park",19,"C-19-07","Gray","Cinnamon","","Ground Plane","","","Eating","Approaches","Being fed by people",40.712922,-74.005147,0,1,0
"339","LOWER MANHATTAN","C","City Hall Park",19,"C-19-08","Gray","White","Very distinct white outlines on ears and ring around tail","Ground Plane","","","Eating","Approaches","Came out to get peanut from human",40.713044,-74.005404,0,1,0
"340","LOWER MANHATTAN","C","City Hall Park",19,"C-19-09","Gray","Gray","","Above Ground","5","","Climbing, Foraging","Indifferent, Runs From","Perched in a bush, watched us and scampered off to eat - very little squirrel",40.712836,-74.005662,1,1,0
"341","LOWER MANHATTAN","C","City Hall Park",19,"C-19-10","Gray","White","","Ground Plane, Specific Location","","on City Hall back steps","Running","Indifferent","",40.712881,-74.005823,0,0,0
"342","LOWER MANHATTAN","C","City Hall Park",19,"C-19-11","Gray","Cinnamon, White","","Ground Plane, Specific Location","","by back steps of City Hall","Eating, Foraging","Indifferent","Found something to eat buried in leaves and then looked for more",40.712995,-74.005963,0,1,0
"343","LOWER MANHATTAN","C","City Hall Park",19,"C-19-12","Gray","White","","Ground Plane","","","Very carefully watching a cat","Indifferent","",40.713044,-74.006242,0,0,0
"344","LOWER MANHATTAN","C","City Hall Park",19,"C-19-13","Gray","","","Above Ground","30","","Chattering","Indifferent","High up in a tree, lots of talking",40.713276,-74.006323,1,0,0
"345","LOWER MANHATTAN","C","City Hall Park",19,"C-19-14","Gray","White","","Ground Plane","","","Eating (nuts), Foraging","Approaches, Runs From","",40.713339,-74.006313,0,1,0
"346","LOWER MANHATTAN","C","City Hall Park",19,"C-19-15","Gray","White","","Ground Plane","","","Running","","Very active, darting around",40.713518,-74.006308,0,0,0
"347","LOWER MANHATTAN","C","City Hall Park",19,"C-19-16","Gray","White","Lots of white!","Above Ground","3","","Climbing, Foraging","Watching","Perched on knot of tree, watching us, then started foraging",40.71312,-74.006862,1,1,0
"348","LOWER MANHATTAN","C","City Hall Park",19,"C-19-17","Gray","White","","Ground Plane","","","Eating, Foraging","Indifferent","Successfully finding buried food",40.712872,-74.006878,0,1,0
"349","LOWER MANHATTAN","C","City Hall Park",19,"C-19-18","Gray","White","","Ground Plane","","","Eating, Foraging","Indifferent","Rolling around in loose dirt with a ""swimming"" motion",40.712872,-74.006878,0,1,0
"350","LOWER MANHATTAN","C","Battery Park",20,"C-20-01","Gray","Cinnamon","","Above Ground","5","","","Interested in","#1‰ÛÒ5 all together being fed by humans",40.704053,-74.01612,1,0,0
"351","LOWER MANHATTAN","C","Battery Park",20,"C-20-02","Gray","Cinnamon, White","","Specific Location","","on fencing","Climbing, Balancing on fencing","","#1‰ÛÒ5 all together being fed by humans - Hungry",40.704011,-74.016134,0,0,0
"352","LOWER MANHATTAN","C","Battery Park",20,"C-20-03","Gray","Cinnamon, White","","Ground Plane","","","","Indifferent","#1‰ÛÒ5 all together being fed by humans, Had a ton of leaves in his mouth for several minutes",40.703897,-74.016118,0,0,0
"353","LOWER MANHATTAN","C","Battery Park",20,"C-20-04","","","","Ground Plane","","","","Cautious of","#1‰ÛÒ5 all together being fed by humans",40.703885,-74.016161,0,0,0
"354","LOWER MANHATTAN","C","Battery Park",20,"C-20-05","Gray","Cinnamon, White","","Specific Location","","on fencing","","","#1‰ÛÒ5 all together being fed by humans",40.703848,-74.016134,0,0,0
"355","LOWER MANHATTAN","C","Battery Park",20,"C-20-06","Cinnamon","Gray, White","","Ground Plane","","","Chillin', Rubbing butt on ground","","Seems left out",40.703882,-74.015955,0,0,0
"356","LOWER MANHATTAN","C","Battery Park",20,"C-20-07","Cinnamon","White","","Ground Plane","","","Running","Runs From","",40.704211,-74.015859,0,0,0
"357","LOWER MANHATTAN","C","Battery Park",20,"C-20-08","Gray","White","","Ground Plane","","","Foraging","","Obviously a couple with #9",40.704142,-74.015837,0,1,0
"358","LOWER MANHATTAN","C","Battery Park",20,"C-20-09","Gray","White","","Ground Plane","","","Foraging","","Obviously a couple with #8",40.704175,-74.015306,0,1,0
"359","LOWER MANHATTAN","C","Battery Park",20,"C-20-10","Gray","Cinnamon, White","","Ground Plane","","","Running","Indifferent","Skinny with tiny ears",40.704171,-74.015242,0,0,0
"360","LOWER MANHATTAN","C","Battery Park",20,"C-20-11","Gray","White","","Ground Plane","","","Foraging","Indifferent","",40.704468,-74.014774,0,1,0
"361","LOWER MANHATTAN","C","Battery Park",20,"C-20-12","Gray","White","","Ground Plane","","","Foraging","Indifferent","",40.704453,-74.014757,0,1,0
"362","LOWER MANHATTAN","C","Battery Park",20,"C-20-13","Gray","White","","Ground Plane","","","Eating","Indifferent","",40.70442,-74.014741,0,1,0
"363","LOWER MANHATTAN","C","Battery Park",20,"C-20-14","Gray","Cinnamon","","Above Ground, Specific Location","10","in tree","Sticking out of a tree","Indifferent","",40.704188,-74.014853,1,0,0
"364","LOWER MANHATTAN","C","Battery Park",20,"C-20-15","Gray","White","White bellies","","","","Chasing","","Flirty, chasing #16, also eating urban farm debris",40.70352,-74.015273,0,0,0
"365","LOWER MANHATTAN","C","Battery Park",20,"C-20-16","Gray","White","White bellies","","","","Chasing","","Flirty, being chased by #15, also eating urban farm debris",40.703487,-74.015278,0,0,0
"366","LOWER MANHATTAN","C","Battery Park",20,"C-20-17","Gray","White","","","","","Hangin' with #13 & #14","","",40.703989,-74.015202,0,0,0
"367","LOWER MANHATTAN","C","Battery Park",20,"C-20-18","Gray","","","Ground Plane","","","","","Looks like he has a patch of fur missing on his back",40.703383,-74.015584,0,0,0
"368","LOWER MANHATTAN","C","Battery Park",20,"C-20-19","Gray","Cinnamon","","Above Ground","2","","Climbing (tree)","","",40.70295,-74.015813,1,0,0
"369","LOWER MANHATTAN","C","Battery Park",20,"C-20-20","Cinnamon","","","Ground Plane","","","","","",40.702934,-74.015775,0,0,0
"370","LOWER MANHATTAN","C","Battery Park",20,"C-20-21","Gray","White","","Above Ground, Specific Location","20","in a tree","Snacking in a tree","","",40.702922,-74.016629,1,0,0
"371","LOWER MANHATTAN","C","Battery Park",20,"C-20-22","Cinnamon","","","Specific Location","","on a bench","","","",40.702411,-74.015896,0,0,0
"372","LOWER MANHATTAN","C","Battery Park",20,"C-20-23","Gray","","","","","","Prancing about","","",40.702313,-74.015644,0,0,0
"373","LOWER MANHATTAN","C","Battery Park",20,"C-20-24","Gray","Cinnamon","","Specific Location","","on fence","Climbing fence","","",40.702467,-74.015757,0,0,0
"374","LOWER MANHATTAN","C","Battery Park",20,"C-20-25","Gray","Cinnamon","","Above Ground, Specific Location","15","in a tree","","","",40.702597,-74.016132,1,0,0
"375","LOWER MANHATTAN","C","Battery Park",20,"C-20-26","Gray","Cinnamon","","Specific Location","","on fence","Climbing fence","","",40.702618,-74.016556,0,0,0
"376","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-01","Gray","Cinnamon","","Above Ground","10‰ÛÒ12","","battery","Staring","Looks cold, not moving, lethargic",40.725308,-73.942789,1,0,0
"377","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-02","Gray","Cinnamon","White underbelly","Above Ground","< 1","","Climbing, Foraging, Self-cleaning","Indifferent","",40.725511,-73.943609,1,1,0
"378","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-03","Gray","Cinnamon","","Ground Plane","","","Chasing","Approaches","",40.725511,-73.943448,0,0,0
"379","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-04","Gray","","","Above Ground","15","","Climbing","","",40.725478,-73.944113,1,0,0
"380","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-05","Gray","","","Above Ground","30","","Eating","","",40.725527,-73.943974,1,1,0
"381","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-06","Gray","Cinnamon","","Ground Plane","","","Eating","Approaches","We fed him!",40.725397,-73.944124,0,1,0
"382","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-07","Gray","","","Above Ground","30","","Climbing","","",40.725413,-73.943984,1,0,0
"383","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-08","Gray","","","Ground Plane","","","Climbing (down)","","",40.724755,-73.944006,0,0,0
"384","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-09","Gray","","","Ground Plane","","","Climbing (down)","","",40.723974,-73.943845,0,0,0
"385","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-10","Gray","","","Ground Plane","","","Climbing (down)","","",40.723462,-73.943952,0,0,0
"386","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-11","Gray","","","Ground Plane","","","Climbing (down)","","",40.725372,-73.943652,0,0,0
"387","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-12","Gray","White","","Above Ground, Specific Location","15","by playground","Sitting","Indifferent","",40.725364,-73.943512,1,0,0
"388","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-13","Gray","Gray","","Ground Plane","","at Nassau (Avenue) / Henry (Street) ","Running","Runs From","",40.725397,-73.943297,0,0,0
"389","BROOKLYN","D","Msgr. McGolrick Park",21,"D-21-14","Gray","Cinnamon","","Ground Plane","","","Running","Indifferent","",40.725197,-73.943273,0,0,0
"390","BROOKLYN","D","McCarren Park",22,"D-22-01","Cinnamon","White","","Ground Plane","","","Eating","Indifferent","",40.72167,-73.953364,0,1,1
"391","BROOKLYN","D","McCarren Park",22,"D-22-02","Gray","White","","Ground Plane","","","Eating","Approaches","",40.721768,-73.953192,0,1,1
"392","BROOKLYN","D","McCarren Park",22,"D-22-03","Gray","White","","Ground Plane","","","Running","Runs From","Ran in from baseball field",40.721662,-73.953278,0,0,1
"393","BROOKLYN","D","McCarren Park",22,"D-22-04","Gray","Cinnamon","","Above Ground","","","Climbing","Runs From","",40.721857,-73.953139,1,0,1
"394","BROOKLYN","D","McCarren Park",22,"D-22-05","Cinnamon","","","Ground Plane","","","Running","Approaches","Running around",40.721941,-73.952947,0,0,1
"395","BROOKLYN","D","McCarren Park",22,"D-22-06","Cinnamon","","","Above Ground","","","Climbing","Approaches","Perched up ‰ÛÓ came close to us!",40.722039,-73.952796,1,0,1
"396","BROOKLYN","D","McCarren Park",22,"D-22-07","Cinnamon","","","Ground Plane","","","Chasing","Approaches","Skinny tail ‰ÛÓ was in the baseball field",40.72147,-73.952857,0,0,1
"397","BROOKLYN","D","McCarren Park",22,"D-22-08","Cinnamon","White","","Ground Plane","","","Running","Runs From","",40.721713,-73.95305,0,0,1
"398","BROOKLYN","D","McCarren Park",22,"D-22-09","Gray","Gray","","Ground Plane, Specific Location","","In a trash and metal heap next to baseball field","Eating, Foraging","Indifferent","",40.721933,-73.953147,0,1,1
"399","BROOKLYN","D","McCarren Park",22,"D-22-10","Gray","Cinnamon, White","","Above Ground, Specific Location","12","in tree","Climbing","Runs From","Ran up a tree",40.722283,-73.953115,1,0,1
"400","BROOKLYN","D","McCarren Park",22,"D-22-11","Gray","Gray","","Ground Plane","","","Running","Runs From","Ran out of park",40.722698,-73.953198,0,0,1
"401","BROOKLYN","D","McCarren Park",22,"D-22-12","Gray","White","","Ground Plane","","","Eating, Foraging","Indifferent","Birds walking nearby",40.722819,-73.952095,0,1,1
"402","BROOKLYN","D","McCarren Park",22,"D-22-13","Gray","White","","Above Ground","","","Climbing","Indifferent","Ran from ground to tree",40.722966,-73.951987,1,0,1
"403","BROOKLYN","D","McCarren Park",22,"D-22-14","Cinnamon","White","","Above Ground, Specific Location","3","in short tree","Climbing, Sitting in short tree","Indifferent","",40.723136,-73.951794,1,0,1
"404","BROOKLYN","D","McCarren Park",22,"D-22-15","Gray","White","","Above Ground, Specific Location","","in tree","Eating","Indifferent","",40.723071,-73.951697,1,1,1
"405","BROOKLYN","D","McCarren Park",22,"D-22-16","Cinnamon","Gray","","Ground Plane, Specific Location","","below park benches","Foraging, Jumping","Indifferent","Great jumper",40.723006,-73.951655,0,1,1
"406","BROOKLYN","D","McCarren Park",22,"D-22-17","Gray","Cinnamon, White","","Above Ground","9","","Chilling","Indifferent","Perched on branch, just hanging out",40.722962,-73.951752,1,0,1
"407","BROOKLYN","D","McCarren Park",22,"D-22-18","Cinnamon","Cinnamon","","Above Ground","14","","Hanging","Indifferent","Perched on branch",40.722603,-73.951449,1,0,1
"408","BROOKLYN","D","McCarren Park",22,"D-22-19","Cinnamon","Gray, White","","Above Ground","20","","Running, Climbing","","Very small, climbed from one tree to another",40.721247,-73.951609,1,0,1
"409","BROOKLYN","D","McCarren Park",22,"D-22-20","Gray","Cinnamon, White","","Above Ground","75","","Climbing","Indifferent","Small, on tree on branch, two others below it",40.720606,-73.952769,1,0,1
"410","BROOKLYN","D","McCarren Park",22,"D-22-21","Gray","Cinnamon, White","","Above Ground","15","","Chasing, Climbing","Indifferent","Started in middle of tree, started chasing others up in branches, jumped from branch to branch",40.720582,-73.952694,1,0,1
"411","BROOKLYN","D","McCarren Park",22,"D-22-22","Gray","Cinnamon, White","","Above Ground","20","","Climbing","Indifferent","One of three together on a tree",40.720533,-73.95272,1,0,1
"412","BROOKLYN","D","McCarren Park",22,"D-22-23","Gray","White","","Above Ground","20","","Climbing","Indifferent","Jumped from one tree to next",40.720488,-73.952806,1,0,1
"413","BROOKLYN","D","McCarren Park",22,"D-22-24","Gray","White","","Ground Plane","","","Eating, Foraging","Indifferent","Dog chased it up a tree",40.720458,-73.954244,0,1,1
"414","BROOKLYN","D","McCarren Park",22,"D-22-25","Gray","Cinnamon, White","","Ground Plane","","","Foraging","Skittish to humans","",40.720018,-73.953442,0,1,1
"415","BROOKLYN","D","McCarren Park",22,"D-22-26","Gray","White","","Ground Plane","","","Running, Foraging","Indifferent","Fast",40.720026,-73.953652,0,1,1
"416","BROOKLYN","D","McCarren Park",22,"D-22-27","Gray","Cinnamon","","Ground Plane","","","Eating (bread crumbs), Foraging","Indifferent","Near a lot of little birds",40.719777,-73.952774,0,1,1
"417","BROOKLYN","D","McCarren Park",22,"D-22-28","Gray","White","","Ground Plane","","","Running","Indifferent","Running against fence",40.720114,-73.952768,0,0,1
"418","BROOKLYN","D","McCarren Park",22,"D-22-29","Gray","Cinnamon, White","","Ground Plane","","","Hanging out","Runs From","Standing at base of tree, then climbed up",40.719944,-73.952505,0,0,1
"419","BROOKLYN","D","McCarren Park",22,"D-22-30","Gray","White","","Ground Plane","","","Foraging","Indifferent","",40.720448,-73.952521,0,1,1
"420","BROOKLYN","D","McCarren Park",22,"D-22-31","Cinnamon","White","","Ground Plane","","","Foraging","Indifferent","Walking around bushes",40.720412,-73.952353,0,1,1
"421","BROOKLYN","D","McCarren Park",22,"D-22-32","Gray","Cinnamon, White","","Ground Plane","","","Foraging","Indifferent","A little on the robust side",40.720372,-73.952326,0,1,1
"422","BROOKLYN","D","McCarren Park",22,"D-22-33","Gray","Cinnamon","","Ground Plane","","","Foraging","Indifferent","Busy digging for something",40.720749,-73.951891,0,1,1
"423","BROOKLYN","D","McCarren Park",22,"D-22-34","Cinnamon","Cinnamon","","Above Ground","15","","Sleeping (Dead?)","Indifferent","It almost looks dead. Eyes open, curled up into itself in a nook in a tree with #35.",40.721181,-73.951255,1,0,1
"424","BROOKLYN","D","McCarren Park",22,"D-22-35","Cinnamon","Cinnamon","","Above Ground","15","","Sleeping (Dead?)","","Curled up together with #34. One big furry ball of squirrel.",40.721181,-73.951255,1,0,1
"425","BROOKLYN","D","McCarren Park",22,"D-22-36","Cinnamon","Gray, Cinnamon","Reddish tail","Ground Plane","","","Eating (tortilla/chip)","","Pretty fat",40.72112,-73.95104,0,1,1
"426","BROOKLYN","D","McCarren Park",22,"D-22-37","Gray","Gray","","Ground Plane","","","Running","Indifferent","Turning around, trying to eat",40.721315,-73.950943,0,0,1
"427","BROOKLYN","D","McCarren Park",22,"D-22-38","Gray","Cinnamon, White","","Ground Plane","","","Eating","","Sitting next to #39 and eating",40.721258,-73.950799,0,1,1
"428","BROOKLYN","D","McCarren Park",22,"D-22-39","Gray","Cinnamon, White","","Ground Plane","","","Eating","","Sitting next to #38 and eating",40.721217,-73.95077,0,1,1
"429","BROOKLYN","D","McCarren Park",22,"D-22-40","Cinnamon","White","","Ground Plane","","","Foraging","Indifferent","Fluffy",40.721173,-73.950781,0,1,1
"430","BROOKLYN","D","McCarren Park",22,"D-22-41","Cinnamon","Cinnamon","","Above Ground","","","Running, Foraging","Indifferent","Skinny",40.721161,-73.950732,1,1,1
"431","BROOKLYN","D","McCarren Park",22,"D-22-42","Gray","Gray","","Above Ground","","","Climbing","Indifferent","Clinging to tree",40.721124,-73.950797,1,0,1
"432","BROOKLYN","D","McCarren Park",22,"D-22-43","Gray","White","","Above Ground","10","","Running, Chasing, Climbing","Indifferent","Playing with another squirrel in a tree",40.721026,-73.950765,1,0,1
"433","BROOKLYN","D","McCarren Park",22,"D-22-44","Gray","Cinnamon, White","","Ground Plane","","","Foraging","Runs From","Ran very quickly",40.719376,-73.952326,0,1,1
